Title,Origin,Page,Link,Open Link,Composers,Tags,AI_Guessed_Key,Reference,Key,Genre,Key_Match,Predicted Key
Take Me Out to the Ball Game,Ukejams 2026 Songbook,1026,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,Ab,Ukejams 2026 Songbook,,Pop/Rock,,
Take Me Out To The Ball Game - C,Sun City Uke,,https://scukes.org/songs/Take%20Me%20Out%20To%20The%20Ball%20Game%20-%20C.pdf,Open Song,,Ukulele,Ab,Sun City Uke Club,C,Pop/Rock,Mismatch,
Take Me To Montana,Sun City Uke,,https://scukes.org/songs/Take%20Me%20To%20Montana.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
Take the Money and Run,Ukejams 2026 Songbook,1027,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
"Take a Letter, Maria-A",Dr. Uke 3900,,https://doctoruke.com/takealettermaria.pdf,Open Song,,Ukulele,D,Dr. Uke,A,Pop/Rock,Mismatch,
Take a Message To Mary,Dr. Uke 3900,,https://doctoruke.com/takeamessagetomary.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Take Good Care of My Baby/Happy Birthday Sweet 16 medley-D,Dr. Uke 3900,,https://doctoruke.com/takegoodcare-happybirthdaymed.pdf,Open Song,,Ukulele,,Dr. Uke,D,Pop/Rock,,
Take Good Care Of My Baby,Dr. Uke 3900,,https://doctoruke.com/takegoodcareofmybaby.pdf,Open Song,,Ukulele,Bb,Dr. Uke,,Pop/Rock,,
Take It Easy,Dr. Uke 3900,,https://doctoruke.com/takeiteasy.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Take It To the Limit-C,Dr. Uke 3900,,https://doctoruke.com/takeittothelimitc.pdf,Open Song,,Ukulele,C,Dr. Uke,C,Pop/Rock,Match,
Take It To the Limit-D,Dr. Uke 3900,,https://doctoruke.com/takeittothelimitd.pdf,Open Song,,Ukulele,D,Dr. Uke,D,Pop/Rock,Match,
"Take Me Home, Country Roads",Dr. Uke 3900,,https://doctoruke.com/takemehomecountryroads.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
"Take Me Home, Country Roads",Dr. Uke 3900,,https://doctoruke.com/takemehomecountryroads.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
"Take Me Home, Country Roads Bar",Dr. Uke 3900,,https://doctoruke.com/takemehomecountryroadsbar.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Take Me Out to the Ball Game,Dr. Uke 3900,,https://doctoruke.com/takemeouttotheballgame.pdf,Open Song,,Ukulele,Ab,Dr. Uke,,Pop/Rock,,
Takes Two To Tango,Dr. Uke 3900,,https://doctoruke.com/takestwototango.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
Takes Two To Tango-no key change,Dr. Uke 3900,,https://doctoruke.com/takestwototangonkc.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Take the A Train,Dr. Uke 3900,,https://doctoruke.com/taketheatrain.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Take the Last Train To Clarksville,Dr. Uke 3900,,https://doctoruke.com/takethelasttrain.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Take These Chains From My Heart,Dr. Uke 3900,,https://doctoruke.com/takethesechains.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Take the World Apart-D,Dr. Uke 3900,,https://doctoruke.com/taketheworldapartd.pdf,Open Song,,Ukulele,D,Dr. Uke,D,Pop/Rock,Match,
Take the World Apart-F,Dr. Uke 3900,,https://doctoruke.com/taketheworldapartf.pdf,Open Song,,Ukulele,F,Dr. Uke,F,Pop/Rock,Match,
Takin Care of Business,Ukejams 2026 Songbook,1028,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Takin' Care Of Business,Sun City Uke,,https://scukes.org/songs/Takin'%20Care%20Of%20Business.pdf,Open Song,,Ukulele,C,Sun City Uke Club,,Pop/Rock,,
Takin' Selfies - Parody,Ukejams 2026 Songbook,1328,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Takin' Care of Business,Dr. Uke 3900,,https://doctoruke.com/takincareofbusiness.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Taking a Chance On Love,Dr. Uke 3900,,https://doctoruke.com/takingachanceonlove.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Talk To the Animals,Dr. Uke 3900,,https://doctoruke.com/talktotheanimals.pdf,Open Song,,Ukulele,Bb,Dr. Uke,,Pop/Rock,,
Tangerine,Dr. Uke 3900,,https://doctoruke.com/tangerine.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
Tangerine,Ukejams 2026 Songbook,1029,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,F,Ukejams 2026 Songbook,,Pop/Rock,,
Tapestry,Dr. Uke 3900,,https://doctoruke.com/tapestry.pdf,Open Song,,Ukulele,Ab,Dr. Uke,,Pop/Rock,,
Tapestry,Ukejams 2026 Songbook,1030,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,Ab,Ukejams 2026 Songbook,,Pop/Rock,,
A Taste Of Honey,Dr. Uke 3900,,https://doctoruke.com/tasteofhoney.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Taxman,Dr. Uke 3900,,https://doctoruke.com/taxman.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Teach Me Tonight,Sun City Uke,,https://scukes.org/songs/Teach%20Me%20Tonight.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Teach Me Tonight,Sun City Uke Book 3,,https://scukes.org/songs3/Teach%20Me%20Tonight.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Teach Your Children,Sun City Uke Book 2,,https://scukes.org/songs2/Teach%20Your%20Children.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Teach Your Children,Ukejams 2026 Songbook,1031,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Teach Your Children - C,Sun City Uke,,https://scukes.org/songs/Teach%20Your%20Children%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
Teach Your Children - G,Sun City Uke,,https://scukes.org/songs/Teach%20Your%20Children%20-%20G.pdf,Open Song,,Ukulele,C,Sun City Uke Club,G,Pop/Rock,Mismatch,
Teach Me Tonight,Dr. Uke 3900,,https://doctoruke.com/teachmetonight.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Teach Your Children,Dr. Uke 3900,,https://doctoruke.com/teachyourchildrenwell.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Tea For Two,Dr. Uke 3900,,https://doctoruke.com/teafortwo.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
"I'm a Little Teapot/Alphabet Song/Twinkle, Twinkle, Little Star-D",Dr. Uke 3900,,https://doctoruke.com/teapot-alphabet-twinklemed.pdf,Open Song,,Ukulele,,Dr. Uke,D,Pop/Rock,,
Tears in Heaven,Ukejams 2026 Songbook,1032,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Tears of a Clown,Ukejams 2026 Songbook,1033,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,G,Ukejams 2026 Songbook,,Pop/Rock,,
Tears In Heaven,Dr. Uke 3900,,https://doctoruke.com/tearsinheaven.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Tears of a Clown,Dr. Uke 3900,,https://doctoruke.com/tearsofaclown.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
Tears On My Pillow,Dr. Uke 3900,,https://doctoruke.com/tearsonmypillow.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Teddy Bear - C,Sun City Uke,,https://scukes.org/songs/Teddy%20Bear%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
The Teddy Bears' Picnic-C,Dr. Uke 3900,,https://doctoruke.com/teddybearspicnic.pdf,Open Song,,Ukulele,C,Dr. Uke,C,Pop/Rock,Match,
Teenager In Love - C,Sun City Uke,,https://scukes.org/songs/Teenager%20In%20Love%20-%20C.pdf,Open Song,,Ukulele,G,Sun City Uke Club,C,Pop/Rock,Mismatch,
Teenager In Love - F,Sun City Uke,,https://scukes.org/songs/Teenager%20In%20Love%20-%20F.pdf,Open Song,,Ukulele,G,Sun City Uke Club,F,Pop/Rock,Mismatch,
Teenager In Love,Dr. Uke 3900,,https://doctoruke.com/teenagerinlove.pdf,Open Song,,Ukulele,E,Dr. Uke,,Pop/Rock,,
Teen Angel,Dr. Uke 3900,,https://doctoruke.com/teenangel.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
Tell Everybody I Know,Sun City Uke Book 2,,https://scukes.org/songs2/Tell%20Everybody%20I%20Know.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Tell Everybody I Know,Ukejams 2026 Songbook,1034,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Tell Everybody I Know - A,Sun City Uke,,https://scukes.org/songs/Tell%20Everybody%20I%20Know%20-%20A.pdf,Open Song,,Ukulele,,Sun City Uke Club,A,Pop/Rock,,
Tell Me What You See - G,Sun City Uke Book 4,,https://scukes.org/songs4/Tell%20Me%20What%20You%20See%20-%20G.pdf,Open Song,,Ukulele,,Sun City Uke Club,G,Pop/Rock,,
Tell Her/(or Tell Him),Dr. Uke 3900,,https://doctoruke.com/tellher.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Tell Her About It,Dr. Uke 3900,,https://doctoruke.com/tellheraboutit.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Tell Her No,Dr. Uke 3900,,https://doctoruke.com/tellherno.pdf,Open Song,,Ukulele,E,Dr. Uke,,Pop/Rock,,
Tell Her No-C,Dr. Uke 3900,,https://doctoruke.com/tellhernoc.pdf,Open Song,,Ukulele,G,Dr. Uke,C,Pop/Rock,Mismatch,
Tell It Like It Is,Dr. Uke 3900,,https://doctoruke.com/tellitlikeitis.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Tell Me What You See,Dr. Uke 3900,,https://doctoruke.com/tellmewhatyousee.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Tell Me Why,Dr. Uke 3900,,https://doctoruke.com/tellmewhy.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
Tell Me Why (The Stars Do Shine),Dr. Uke 3900,,https://doctoruke.com/tellmewhyfolk.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Tell Old Bill,Dr. Uke 3900,,https://doctoruke.com/telloldbill.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
Temptation,Dr. Uke 3900,,https://doctoruke.com/temptation.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Temptation Eyes,Dr. Uke 3900,,https://doctoruke.com/temptationeyes.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Tenderly (4/4),Dr. Uke 3900,,https://doctoruke.com/tenderly.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Tenderly (3/4),Dr. Uke 3900,,https://doctoruke.com/tenderlywaltz.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Love Is the Tender Trap,Dr. Uke 3900,,https://doctoruke.com/tendertrap.pdf,Open Song,,Ukulele,Bb,Dr. Uke,,Pop/Rock,,
Ten Feet Off the Ground-D,Dr. Uke 3900,,https://doctoruke.com/tenfeetofftheground.pdf,Open Song,,Ukulele,F,Dr. Uke,D,Folk / Singer-Songwriter,Mismatch,
Tennessee Stud,Ukejams 2026 Songbook,1035,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Folk / Singer-Songwriter,,
Tennessee Stud - D,Sun City Uke Book 4,,https://scukes.org/songs4/Tennessee%20Stud%20-%20D.pdf,Open Song,,Ukulele,,Sun City Uke Club,D,Folk / Singer-Songwriter,,
Tennessee Waltz,Sun City Uke Book 3,,https://scukes.org/songs3/Tennessee%20Waltz.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Tennessee Waltz,Ukejams 2026 Songbook,1036,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Tennessee Waltz - C,Sun City Uke,,https://scukes.org/songs/Tennessee%20Waltz%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
Tennessee Whiskey,Sun City Uke,,https://scukes.org/songs/Tennessee%20Whiskey.pdf,Open Song,,Ukulele,A,Sun City Uke Club,,Pop/Rock,,
Tennessee Flat-Top Box,Dr. Uke 3900,,https://doctoruke.com/tennesseeflattopbox.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Tennessee Waltz,Dr. Uke 3900,,https://doctoruke.com/tennesseewaltz.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Tequila-A,Dr. Uke 3900,,https://doctoruke.com/tequila.pdf,Open Song,,Ukulele,D,Dr. Uke,A,Pop/Rock,Mismatch,
Tequila Makes Her Clothes Fall Off - F,Sun City Uke,,https://scukes.org/songs/Tequila%20Makes%20Her%20Clothes%20Fall%20Off%20-%20F.pdf,Open Song,,Ukulele,F,Sun City Uke Club,F,Pop/Rock,Match,
Tequila Sunrise,Sun City Uke,,https://scukes.org/songs/Tequila%20Sunrise.pdf,Open Song,,Ukulele,D,Sun City Uke Club,,Pop/Rock,,
Tequila Sunrise,Sun City Uke Book 3,,https://scukes.org/songs3/Tequila%20Sunrise.pdf,Open Song,,Ukulele,D,Sun City Uke Club,,Pop/Rock,,
Tequila Sunrise - G,Sun City Uke,,https://scukes.org/songs/Tequila%20Sunrise%20-%20G.pdf,Open Song,,Ukulele,,Sun City Uke Club,G,Pop/Rock,,
Tequila Sunrise,Dr. Uke 3900,,https://doctoruke.com/tequilasunrise.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Text Me Merry Christmas,Dr. Uke 3900,,https://doctoruke.com/textmemerrychristmas.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Thank God I'm a Country Boy,Ukejams 2026 Songbook,1037,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,G,Ukejams 2026 Songbook,,Pop/Rock,,
Thank You for Being a Friend,Ukejams 2026 Songbook,1039,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Thank You for the Music,Ukejams 2026 Songbook,1040,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Thank You For The Music (chorus),Sun City Uke,,https://scukes.org/songs/Thank%20You%20For%20The%20Music%20(chorus).pdf,Open Song,,Ukulele,C,Sun City Uke Club,,Pop/Rock,,
Thank God I'm a Country Boy,Dr. Uke 3900,,https://doctoruke.com/thankgodimacountryboy.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
Thank Heaven For Little Girls-D,Dr. Uke 3900,,https://doctoruke.com/thankheavend.pdf,Open Song,,Ukulele,D,Dr. Uke,D,Pop/Rock,Match,
Thank Heaven For Little Girls-G,Dr. Uke 3900,,https://doctoruke.com/thankheaveng.pdf,Open Song,,Ukulele,G,Dr. Uke,G,Pop/Rock,Match,
Thanks for the Memory,Ukejams 2026 Songbook,1038,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Thanks For the Memory,Dr. Uke 3900,,https://doctoruke.com/thanksforthememory.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
(The Golden Girls TV theme (Thank You For Being a Friend)-D,Dr. Uke 3900,,https://doctoruke.com/thankyouforbeingafriend.pdf,Open Song,,Ukulele,F,Dr. Uke,D,Pop/Rock,Mismatch,
Thank You Girl,Dr. Uke 3900,,https://doctoruke.com/thankyougirl.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
That Old Gang of Mine,Ukejams 2026 Songbook,1046,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
That Old Time Rock and Roll - G,Sun City Uke Book 4,,https://scukes.org/songs4/That%20Old%20Time%20Rock%20and%20Roll%20-%20G.pdf,Open Song,,Ukulele,,Sun City Uke Club,G,Pop/Rock,,
That'll Be the Day,Sun City Uke Book 3,,https://scukes.org/songs3/That'll%20Be%20the%20Day.pdf,Open Song,,Ukulele,A,Sun City Uke Club,,Pop/Rock,,
That'll Be The Day - A,Sun City Uke,,https://scukes.org/songs/That'll%20Be%20The%20Day%20-%20A.pdf,Open Song,,Ukulele,A,Sun City Uke Club,A,Pop/Rock,Match,
That'll Be The Day - G,Sun City Uke,,https://scukes.org/songs/That'll%20Be%20The%20Day%20-%20G.pdf,Open Song,,Ukulele,,Sun City Uke Club,G,Pop/Rock,,
That's A Zombie,Sun City Uke,,https://scukes.org/songs/That's%20A%20Zombie.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
That's All,Ukejams 2026 Songbook,1041,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
"That's All Right, Mama",Sun City Uke Book 1,,"https://scukes.org/songs1/That's%20All%20Right,%20Mama.pdf",Open Song,,Ukulele,E,Sun City Uke Club,,Pop/Rock,,
"That's All Right, Mama - A",Sun City Uke,,"https://scukes.org/songs/That's%20All%20Right,%20Mama%20-%20A.pdf",Open Song,,Ukulele,E,Sun City Uke Club,A,Pop/Rock,Mismatch,
That's Amore,Sun City Uke,,https://scukes.org/songs/That's%20Amore.pdf,Open Song,,Ukulele,F#m,Sun City Uke Club,,Pop/Rock,,
That's Amore,Sun City Uke Book 1,,https://scukes.org/songs1/That's%20Amore.pdf,Open Song,,Ukulele,F#m,Sun City Uke Club,,Pop/Rock,,
That's Amore - A,Sun City Uke,,https://scukes.org/songs/That's%20Amore%20-%20A.pdf,Open Song,,Ukulele,F#m,Sun City Uke Club,A,Pop/Rock,Mismatch,
That's The Hawaiian In Me,Sun City Uke,,https://scukes.org/songs/That's%20The%20Hawaiian%20In%20Me.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
That's the Way (I Like It),Ukejams 2026 Songbook,1042,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
That's the Way the World Goes ' Round,Ukejams 2026 Songbook,1043,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
That's Why Tammy Has My Car,Ukejams 2026 Songbook,1044,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
That Face,Dr. Uke 3900,,https://doctoruke.com/thatface.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
(Did You Ever Get) That Feeling In the Moonlight,Dr. Uke 3900,,https://doctoruke.com/thatfeelinginthemoonlight.pdf,Open Song,,Ukulele,F,Dr. Uke,D,Pop/Rock,Mismatch,
That Holiday Feeling-G,Dr. Uke 3900,,https://doctoruke.com/thatholidayfeeling.pdf,Open Song,,Ukulele,C,Dr. Uke,G,Pop/Rock,Mismatch,
Thatll Be the Day,Ukejams 2026 Songbook,1045,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
That'll Be the Day,Dr. Uke 3900,,https://doctoruke.com/thatllbetheday.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
That Lonesome Road-D,Dr. Uke 3900,,https://doctoruke.com/thatlonesomeroad.pdf,Open Song,,Ukulele,,Dr. Uke,D,Pop/Rock,,
That Lucky Old Sun,Dr. Uke 3900,,https://doctoruke.com/thatluckyoldsun.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
That Old Black Magic-C,Dr. Uke 3900,,https://doctoruke.com/thatoldblackmagic.pdf,Open Song,,Ukulele,D,Dr. Uke,C,Pop/Rock,Mismatch,
That Old Feeling-C-without verse-G,Dr. Uke 3900,,https://doctoruke.com/thatoldfeeling.pdf,Open Song,,Ukulele,C#,Dr. Uke,C,Pop/Rock,Mismatch,
That Old Feeling-G,Dr. Uke 3900,,https://doctoruke.com/thatoldfeelingg.pdf,Open Song,,Ukulele,G#,Dr. Uke,G,Pop/Rock,Mismatch,
That Old Feeling,Dr. Uke 3900,,https://doctoruke.com/thatoldfeelingverse.pdf,Open Song,,Ukulele,C#,Dr. Uke,,Pop/Rock,,
That Ole Devil Called Love,Dr. Uke 3900,,https://doctoruke.com/thatoledevilcalledlove.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
That's All,Dr. Uke 3900,,https://doctoruke.com/thatsall.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
That's All-G,Dr. Uke 3900,,https://doctoruke.com/thatsallg.pdf,Open Song,,Ukulele,,Dr. Uke,G,Pop/Rock,,
That's Amore,Dr. Uke 3900,,https://doctoruke.com/thatsamore.pdf,Open Song,,Ukulele,F#m,Dr. Uke,,Pop/Rock,,
That's Life,Dr. Uke 3900,,https://doctoruke.com/thatslife.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
That's My Desire,Dr. Uke 3900,,https://doctoruke.com/thatsmydesire.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
That's My Home,Dr. Uke 3900,,https://doctoruke.com/thatsmyhome.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
That's the Way It's Gonna Be,Dr. Uke 3900,,https://doctoruke.com/thatsthewayitsgonnabe.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
That's the Way the World Goes 'Round-D,Dr. Uke 3900,,https://doctoruke.com/thatsthewaytheworld.pdf,Open Song,,Ukulele,C,Dr. Uke,D,Pop/Rock,Mismatch,
That Sunday (That Summer),Dr. Uke 3900,,https://doctoruke.com/thatsunday.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
That's What Friends Are For,Dr. Uke 3900,,https://doctoruke.com/thatswhatfriendsarefor.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
That's What You Get For Lovin' Me,Dr. Uke 3900,,https://doctoruke.com/thatswhatyouget.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
That Thing You Do!,Dr. Uke 3900,,https://doctoruke.com/thatthingyoudo.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
That Was the Last Thing On My Mind-G,Dr. Uke 3900,,https://doctoruke.com/thatwasthelastthing.pdf,Open Song,,Ukulele,,Dr. Uke,G,Pop/Rock,,
The Ballad Of Molly Malone,Sun City Uke,,https://scukes.org/songs/The%20Ballad%20Of%20Molly%20Malone.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
The Beat Goes On - F,Sun City Uke,,https://scukes.org/songs/The%20Beat%20Goes%20On%20-%20F.pdf,Open Song,,Ukulele,F,Sun City Uke Club,F,Pop/Rock,Match,
The Best Things in Life Are Free,Doctor Uke,,https://www.doctoruke.com/bestthingsinlife.pdf,Open Song,,Ukulele,,Dr. Uke,,"Pop/Rock, Traditional / Folk",,
The Bird Song - A,Sun City Uke,,https://scukes.org/songs/The%20Bird%20Song%20-%20A.pdf,Open Song,,Ukulele,A,Sun City Uke Club,A,Traditional / Folk,Match,
The Boxer,Sun City Uke,,https://scukes.org/songs/The%20Boxer.pdf,Open Song,,Ukulele,,Sun City Uke Club,,"Pop/Rock, Traditional / Folk",,
The Candy Man - C,Sun City Uke,,https://scukes.org/songs/The%20Candy%20Man%20-%20C.pdf,Open Song,,Ukulele,,Sun City Uke Club,C,Pop/Rock,,
The Dance - C,Sun City Uke,,https://scukes.org/songs/The%20Dance%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
The Dance - G,Sun City Uke,,https://scukes.org/songs/The%20Dance%20-%20G.pdf,Open Song,,Ukulele,G,Sun City Uke Club,G,Pop/Rock,Match,
The Flower That Shattered The Stone - C,Sun City Uke,,https://scukes.org/songs/The%20Flower%20That%20Shattered%20The%20Stone%20-%20C.pdf,Open Song,,Ukulele,Dm,Sun City Uke Club,C,Pop/Rock,Mismatch,
The Flower That Shattered The Stone - G,Sun City Uke,,https://scukes.org/songs/The%20Flower%20That%20Shattered%20The%20Stone%20-%20G.pdf,Open Song,,Ukulele,G,Sun City Uke Club,G,Pop/Rock,Match,
The Fly (Shhh Song),Sun City Uke,,https://scukes.org/songs/The%20Fly%20(Shhh%20Song).pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
The Gambler - A,Sun City Uke,,https://scukes.org/songs/The%20Gambler%20-%20A.pdf,Open Song,,Ukulele,A,Sun City Uke Club,A,Pop/Rock,Match,
The Great Pretender - G,Sun City Uke,,https://scukes.org/songs/The%20Great%20Pretender%20-%20G.pdf,Open Song,,Ukulele,,Sun City Uke Club,G,Pop/Rock,,
The Happy Wanderer - F,Sun City Uke,,https://scukes.org/songs/The%20Happy%20Wanderer%20-%20F.pdf,Open Song,,Ukulele,F,Sun City Uke Club,F,Pop/Rock,Match,
